"Season","Name","Team","G","PA","BB%","K%","AVG","OBP","SLG","wOBA","xwOBA","wRC+","WAR","playerid"
"1979","Ron Jackson","MIN","159","653","7.8%","9.0%",".271",".337",".429",".340","","103","1.8","1006310"
"2006","Mike Jacobs","FLA","136","520","8.7%","20.2%",".262",".325",".473",".340","","104","0.3","2231"
"1987","Jesse Barfield","TOR","159","654","8.9%","21.6%",".263",".331",".458",".340","","105","4.3","1000537"
"2014","Brian Dozier","MIN","156","707","12.6%","18.2%",".242",".345",".416",".340","","117","4.5","9810"
"1984","Ozzie Virgil","PHI","141","512","8.8%","17.8%",".261",".331",".434",".340","","114","3.2","1013439"
"1935","Mel Almada","BOS","151","676","8.1%","5.0%",".290",".350",".379",".340","","86","0.1","1000172"
"1974","Lou Brock","STL","153","702","8.7%","12.5%",".306",".368",".381",".340","","108","3.0","1001458"
"1984","Kevin McReynolds","SDP","147","571","6.0%","12.1%",".278",".317",".465",".339","","117","4.8","1008690"
"2003","Michael Young","TEX","160","713","5.0%","14.4%",".306",".339",".446",".339","","100","2.7","1286"
"1994","Scott Cooper","BOS","104","406","7.4%","16.0%",".282",".333",".453",".339","","95","2.0","1002600"
"1914","Harry Hooper","BOS","142","599","9.7%","7.8%",".258",".336",".364",".339","","111","3.2","1006002"
"1916","Possum Whitted","PHI","147","577","3.3%","8.0%",".281",".309",".399",".339","","112","2.4","1013913"
"1975","Graig Nettles","NYY","157","647","7.9%","13.6%",".267",".322",".430",".339","","112","4.6","1009517"
"1891","Darby O'Brien","BRO","103","441","8.8%","12.0%",".253",".331",".367",".339","","106","1.8","1009686"
"2019","Kevin Newman","PIT","130","531","5.3%","11.7%",".308",".353",".446",".339","","109","2.4","17696"
"1945","Mickey Rocco","CLE","143","628","8.3%","6.4%",".264",".326",".388",".339","","110","2.2","1011085"
"1926","Heinie Sand","PHI","149","651","10.1%","8.6%",".272",".350",".363",".339","","86","0.4","1011425"
"1908","Harry Davis","PHA","147","599","10.2%","",".248",".332",".357",".339","","122","3.3","1003053"
"1986","Tony Fernandez","TOR","163","727","3.7%","7.2%",".310",".338",".428",".339","","107","4.5","1004002"
"2018","Mallex Smith","TBR","141","544","8.6%","18.0%",".296",".367",".406",".339","","118","3.5","13608"
"2005","Julio Lugo","TBD","158","690","8.8%","10.4%",".295",".362",".403",".339","","109","4.6","565"
"1974","Davey Lopes","LAD","145","613","10.8%","11.6%",".266",".350",".383",".339","","114","3.7","1007750"
"1961","Gary Geiger","BOS","140","599","14.5%","15.2%",".232",".349",".407",".339","","99","1.6","1004601"
"1910","Art Devlin","NYG","147","592","10.5%","5.4%",".260",".353",".327",".339","","101","2.7","1003248"
"1986","Tony Pena","PIT","144","565","9.4%","12.2%",".288",".356",".406",".339","","112","4.0","1010153"
"1981","Dave Collins","CIN","95","412","10.0%","10.0%",".272",".355",".381",".339","","112","1.8","1002449"
"1966","Tom Haller","SFG","142","536","9.9%","13.8%",".240",".323",".461",".339","","114","3.4","1005244"
"1947","Johnny Lindell","NYY","127","513","6.2%","13.6%",".275",".322",".412",".339","","101","2.1","1007619"
"1903","Jimmy Williams","NYH","132","554","7.0%","",".267",".326",".392",".339","","106","3.7","1014005"
"1964","Ron Hunt","NYM","127","521","5.6%","5.8%",".303",".357",".406",".339","","117","3.0","1006212"
"1964","Ron Hansen","CHW","158","665","11.0%","11.0%",".261",".347",".419",".339","","117","7.2","1005329"
"1988","Hubie Brooks","MON","151","628","5.6%","17.2%",".279",".318",".447",".339","","119","3.2","1001472"
"2007","Casey Blake","CLE","156","662","8.2%","18.6%",".270",".339",".437",".339","","106","2.9","719"
"2014","Brandon Moss","OAK","147","580","11.6%","26.4%",".234",".334",".438",".339","","122","2.7","4467"
"1918","Jack Tobin","SLB","122","550","8.7%","4.7%",".277",".349",".338",".339","","107","1.8","1013088"
"2014","Charlie Blackmon","COL","154","648","4.8%","14.8%",".288",".335",".440",".339","","99","1.3","7859"
"1977","Fred Lynn","BOS","129","564","9.0%","11.2%",".260",".327",".447",".339","","100","1.6","1007872"
"1944","Catfish Metkovich","BOS","134","587","5.3%","9.7%",".277",".319",".406",".339","","102","1.9","1008809"
"1900","Hughie Jennings","BRO","115","505","6.1%","",".272",".348",".347",".339","","94","1.2","1006396"
"2007","Kevin Kouzmanoff","SDP","145","534","6.0%","17.6%",".275",".329",".457",".339","","109","2.2","5995"
"1985","Cecil Cooper","MIL","154","674","4.5%","11.4%",".293",".322",".456",".339","","110","1.8","1002592"
"1970","Brooks Robinson","BAL","158","673","7.9%","7.9%",".276",".335",".429",".339","","110","3.9","1011055"
"1995","Shawon Dunston","CHC","127","503","2.0%","14.9%",".296",".317",".472",".339","","102","0.5","1401"
"1924","Babe Pinelli","CIN","144","580","5.5%","5.5%",".306",".353",".365",".339","","98","3.1","1010355"
"1981","Dave Stapleton","BOS","93","382","5.5%","5.8%",".285",".325",".423",".339","","111","1.4","1012423"
"1989","Jose Oquendo","STL","163","650","12.2%","9.1%",".291",".375",".372",".339","","117","5.7","1009827"
"1938","Pete Fox","DET","155","675","4.6%","5.8%",".293",".328",".413",".339","","80","-0.1","1004283"
"1914","Buck Herzog","CIN","138","564","7.4%","4.8%",".281",".348",".347",".339","","107","5.4","1005745"
"1873","Al Spalding","BSN","60","325","0.9%","0.3%",".329",".335",".407",".339","","112","1.1","1012300"
"2016","Curtis Granderson","NYM","150","633","11.7%","20.5%",".237",".335",".464",".339","","116","3.1","4747"
"1991","Jay Bell","PIT","157","697","7.5%","14.2%",".270",".330",".428",".339","","116","4.4","48"
"1987","Kevin Bass","HOU","157","654","8.1%","11.8%",".284",".344",".449",".339","","109","2.7","1000645"
"2020","J.D. Davis","NYM","56","229","13.5%","24.5%",".247",".371",".389",".339","","118","0.5","16219"
"1898","Bid McPhee","CIN","133","565","11.7%","",".249",".341",".346",".339","","97","2.0","1008675"
"1938","Buster Mills","SLB","123","520","8.3%","8.8%",".285",".350",".373",".339","","79","-0.3","1008953"
"1999","Rich Aurilia","SFG","152","614","7.0%","11.6%",".281",".336",".444",".339","","99","2.1","1106"
"1909","Jimmy Sheckard","CHC","148","644","11.2%","",".255",".346",".335",".339","","113","2.6","1011843"
"1872","Frank McCarton","MID","19","86","1.2%","3.5%",".329",".337",".400",".339","","116","0.1","1008369"
"1994","Roberto Kelly","- - -","110","476","7.4%","14.9%",".293",".347",".422",".339","","102","1.1","1006815"
"1960","Joe Cunningham","STL","139","563","10.5%","10.5%",".280",".363",".386",".339","","102","0.5","1002881"
"1886","John Morrill","BSN","117","486","11.5%","16.7%",".247",".333",".381",".339","","117","2.4","1009214"
"1884","Henry Larkin","PHA","85","349","4.3%","",".276",".324",".423",".339","","125","1.4","1007348"
"2005","Dmitri Young","DET","126","509","5.7%","19.6%",".271",".325",".471",".339","","109","1.5","505"
"1882","King Kelly","CHI","84","387","2.6%","7.0%",".305",".323",".432",".339","","126","2.7","1006806"
"1970","Davey Johnson","BAL","149","600","11.0%","11.3%",".281",".360",".392",".339","","110","3.7","1006440"
"1882","Harry Stovey","WOR","84","382","5.8%","8.9%",".289",".330",".422",".339","","122","1.9","1012586"
"1994","Juan Gonzalez","TEX","107","463","6.5%","14.3%",".275",".330",".472",".339","","96","0.7","1251"
"2013","Coco Crisp","OAK","131","584","10.4%","11.1%",".261",".335",".444",".339","","116","3.7","1572"
"1972","George Scott","MIL","152","629","6.8%","20.7%",".266",".321",".426",".339","","123","4.2","1011682"
"2017","Shin-Soo Choo","TEX","149","636","12.1%","21.1%",".261",".357",".423",".339","","102","0.5","3174"
"2001","Fernando Vina","STL","154","690","4.6%","5.1%",".303",".357",".418",".339","","104","2.9","1189"
"1931","Johnny Frederick","BRO","146","649","4.8%","7.1%",".270",".312",".435",".339","","98","1.5","1004311"
"1941","Joe Kuhel","CHW","153","678","10.3%","8.1%",".250",".331",".392",".339","","91","2.1","1007202"
"1953","Jim Rivera","CHW","156","639","8.3%","11.0%",".259",".329",".420",".339","","100","1.9","1011002"
"1955","Jim Rivera","CHW","147","530","11.7%","11.1%",".264",".352",".401",".339","","102","2.8","1011002"
"1985","Willie Randolph","NYY","143","597","14.2%","6.5%",".276",".382",".356",".339","","111","4.3","1010694"
"2003","Marquis Grissom","SFG","149","618","3.2%","13.3%",".300",".322",".468",".339","","106","2.5","652"
"2017","Mookie Betts","BOS","153","712","10.8%","11.1%",".264",".344",".459",".339","","107","5.3","13611"
"2000","Joe Randa","KCR","158","665","5.4%","9.9%",".304",".343",".438",".339","","90","2.1","623"
"1910","Bob Bescher","CIN","150","682","11.9%","11.0%",".250",".344",".338",".339","","103","3.2","1000921"
"2006","Ichiro Suzuki","SEA","161","752","6.5%","9.4%",".322",".370",".416",".339","","106","5.6","1101"
"2016","Kendrys Morales","KCR","154","618","7.8%","19.4%",".263",".327",".468",".339","","111","0.9","8610"
"1949","Phil Rizzuto","NYY","153","712","10.1%","4.8%",".275",".352",".358",".339","","92","3.6","1011011"
"1922","Hy Myers","BRO","153","658","2.0%","4.0%",".317",".331",".408",".339","","87","0.8","1009423"
"1915","Cy Williams","CHC","151","566","4.6%","8.7%",".257",".305",".398",".339","","111","2.8","1013981"
"1997","Eric Young","- - -","155","718","9.9%","7.5%",".280",".359",".397",".339","","86","2.8","716"
"2021","Anthony Rizzo","- - -","141","576","9.0%","15.1%",".248",".344",".440",".339","","112","1.6","3473"
"1979","Willie Randolph","NYY","153","682","13.9%","5.7%",".270",".374",".368",".339","","108","5.4","1010694"
"1981","Al Oliver","TEX","102","448","5.4%","6.3%",".309",".348",".411",".339","","118","1.3","1009773"
"1900","Elmer Smith","- - -","114","478","8.8%","",".265",".337",".369",".339","","96","0.4","1012134"
"1921","Rabbit Maranville","PIT","153","685","6.9%","5.5%",".294",".347",".379",".339","","93","4.4","1008099"
"2011","Ryan Roberts","ARI","143","555","11.9%","17.7%",".249",".341",".427",".339","","109","3.6","5653"
"2013","James Loney","TBR","158","598","7.4%","12.9%",".299",".348",".430",".339","","117","2.2","4556"
"2004","Orlando Hudson","TOR","135","551","9.3%","17.8%",".270",".341",".438",".339","","100","3.7","1307"
"1915","Dave Robertson","NYG","141","584","3.8%","8.9%",".294",".326",".379",".339","","115","2.2","1011027"
"1967","Tom Haller","SFG","141","528","11.7%","11.6%",".251",".344",".415",".339","","117","3.9","1005244"
"1936","Lou Chiozza","PHI","144","620","6.0%","6.3%",".297",".346",".379",".339","","83","0.4","1002194"
"1932","Ossie Bluege","WAS","149","614","13.5%","6.7%",".258",".367",".347",".339","","93","2.4","1001090"
"1918","Shano Collins","CHW","103","399","4.3%","4.8%",".274",".310",".392",".339","","108","1.6","1002466"
"1979","Carney Lansford","CAL","157","712","5.5%","16.2%",".287",".329",".436",".339","","108","3.4","1007331"
"1974","John Milner","NYM","137","576","11.5%","13.4%",".252",".337",".408",".339","","112","1.9","1008965"
"1988","Pete O'Brien","TEX","156","628","11.5%","11.6%",".272",".352",".408",".339","","111","3.4","1009700"
"1900","Claude Ritchey","PIT","123","528","5.5%","",".292",".339",".368",".339","","96","2.8","1010987"
"2012","Kendrys Morales","LAA","134","522","5.9%","22.2%",".273",".320",".467",".339","","119","1.5","8610"
"2005","Garrett Atkins","COL","138","573","7.9%","12.6%",".287",".347",".426",".339","","94","1.9","1790"
"1893","Frank Shugart","- - -","111","506","8.1%","4.9%",".272",".344",".346",".339","","88","1.2","1011941"
"1934","Jack Rothrock","STL","154","708","6.9%","7.9%",".284",".336",".399",".339","","94","1.7","1011244"
"1983","John Castino","MIN","142","640","9.7%","8.4%",".277",".348",".403",".339","","104","3.7","1002062"
"1977","Roy White","NYY","143","606","12.4%","9.6%",".268",".358",".405",".339","","111","3.0","1013890"
"1980","Joe Morgan","HOU","141","562","16.5%","8.4%",".243",".367",".373",".339","","119","4.0","1009179"
"1943","George McQuinn","SLB","125","516","10.9%","12.6%",".243",".327",".374",".339","","102","1.5","1008683"
"1993","Brian Harper","MIN","147","573","5.1%","5.1%",".304",".347",".425",".339","","103","2.3","1005376"
"2007","Aubrey Huff","BAL","151","603","8.0%","14.4%",".280",".337",".442",".339","","103","0.8","1213"
"1918","Clyde Milan","WAS","128","551","6.5%","2.5%",".290",".344",".346",".339","","109","2.7","1008856"
"1892","Harry Stovey","- - -","112","487","11.1%","10.5%",".235",".326",".371",".339","","105","1.5","1012586"
"1960","Bob Skinner","PIT","145","640","9.2%","13.4%",".273",".340",".431",".339","","110","1.7","1012037"
"2004","Khalil Greene","SDP","139","554","9.6%","17.0%",".273",".349",".446",".339","","110","3.2","1826"
"1997","Steve Finley","SDP","143","615","7.0%","15.0%",".261",".313",".475",".339","","107","1.0","54"
"2020","Christian Walker","ARI","57","243","7.8%","20.6%",".271",".333",".459",".339","","109","0.7","13419"
"1970","Joe Pepitone","- - -","131","533","6.2%","8.1%",".258",".304",".482",".339","","100","1.1","1010167"
"1904","Danny Green","CHW","147","622","10.1%","",".265",".352",".343",".339","","127","4.3","1004988"
"2006","Adrian Beltre","SEA","156","681","6.9%","17.3%",".268",".328",".465",".339","","106","4.6","639"
"1993","Dave Winfield","MIN","143","594","7.6%","17.8%",".271",".325",".442",".339","","103","0.3","1014127"
"1908","Al Bridwell","NYG","147","545","9.5%","",".285",".364",".319",".339","","119","4.7","1001422"
"2003","John Olerud","SEA","152","634","13.2%","10.6%",".269",".372",".390",".339","","110","2.1","1093"
"2009","Jacoby Ellsbury","BOS","153","693","7.1%","10.7%",".301",".355",".415",".339","","98","2.1","4727"
"1905","Jake Beckley","STL","134","558","5.4%","",".286",".333",".370",".339","","108","1.4","1000754"
"1928","Charlie Grimm","CHC","147","615","6.3%","3.3%",".294",".342",".386",".339","","90","0.7","1005068"
"1969","Davey Johnson","BAL","142","580","9.8%","9.0%",".280",".351",".391",".339","","110","3.7","1006440"
"1931","Jack Rothrock","BOS","133","524","9.0%","9.2%",".278",".343",".383",".339","","93","0.9","1011244"
"2004","Jermaine Dye","OAK","137","590","8.3%","21.7%",".265",".329",".464",".339","","103","1.8","911"
"1969","Bill Freehan","DET","143","555","9.5%","9.9%",".262",".342",".405",".339","","108","2.9","1004315"
"1917","Dode Paskert","PHI","141","620","10.0%","10.2%",".251",".331",".363",".339","","109","2.1","1010042"
"1945","George Binks","WAS","145","594","5.7%","8.8%",".278",".324",".391",".339","","109","2.4","1000973"
"1987","Terry Pendleton","STL","159","667","10.5%","11.1%",".286",".360",".412",".339","","106","2.7","1010157"
"2014","Matt Carpenter","STL","158","709","13.4%","15.7%",".272",".375",".375",".339","","117","3.4","8090"
"1931","Sparky Adams","STL","143","658","6.4%","3.6%",".293",".340",".390",".339","","95","1.7","1000063"
"1964","Eddie Mathews","MIL","141","590","14.4%","16.9%",".233",".344",".412",".339","","117","4.2","1008236"
"1941","Joe Marty","PHI","137","548","9.3%","7.5%",".268",".344",".371",".339","","104","1.0","1008205"
"2007","Austin Kearns","WSN","161","674","10.5%","15.7%",".266",".355",".411",".338","","104","3.4","332"
"2008","Garrett Atkins","COL","155","664","6.0%","15.1%",".286",".328",".452",".338","","94","0.1","1790"
"1957","Johnny Temple","CIN","145","677","13.9%","5.0%",".284",".387",".341",".338","","100","1.6","1012910"
"1960","Charlie Maxwell","DET","134","549","10.6%","13.7%",".237",".325",".440",".338","","101","1.8","1008287"
"1968","Boog Powell","BAL","154","634","11.5%","15.3%",".249",".338",".411",".338","","127","2.6","1010482"
"1982","Willie Upshaw","TOR","160","646","8.0%","14.1%",".267",".327",".443",".338","","103","1.5","1013293"
"1992","Eddie Murray","NYM","156","625","10.6%","11.8%",".261",".336",".423",".338","","114","2.0","1009386"
"1973","Earl Williams","BAL","132","536","12.3%","20.0%",".237",".333",".425",".338","","114","3.4","1013995"
"1998","Robin Ventura","CHW","161","674","11.7%","16.5%",".263",".349",".436",".338","","102","5.8","854"
"1947","Phil Rizzuto","NYY","153","623","9.1%","5.0%",".273",".350",".364",".338","","100","3.9","1011011"
"1987","Billy Hatcher","HOU","141","627","6.7%","11.2%",".296",".352",".415",".338","","108","2.4","1005486"
"1972","Rod Carew","MIN","142","591","7.3%","10.2%",".318",".369",".379",".338","","120","4.3","1001942"
"1881","Pete Hotaling","WOR","77","335","5.4%","3.6%",".309",".346",".385",".338","","117","0.6","1006046"
"1988","Tom Brunansky","- - -","157","669","12.9%","13.9%",".240",".340",".414",".338","","117","1.2","1001589"
"1891","Tommy Tucker","BSN","140","614","6.0%","4.9%",".270",".349",".328",".338","","97","1.2","1013213"
"2000","Jose Cruz","TOR","162","681","10.4%","18.9%",".242",".323",".466",".338","","94","2.3","1296"
"1989","Andres Galarraga","MON","152","636","7.5%","24.8%",".257",".327",".434",".338","","117","2.4","1390"
"1958","Gil Hodges","LAD","141","532","9.8%","16.4%",".259",".330",".434",".338","","98","1.1","1005883"
"1905","Jimmy Collins","BOS","131","558","6.6%","",".276",".330",".370",".338","","117","4.0","1002455"
